url
https://www.infotec.com.pe/busquedas?page=1&search_query=ssd
https://www.infotec.com.pe/busquedas?page=2&search_query=ssd
https://www.infotec.com.pe/busquedas?page=3&search_query=ssd
https://www.infotec.com.pe/busquedas?page=4&search_query=ssd
https://www.infotec.com.pe/busquedas?page=5&search_query=ssd
