imagen,nombre,precio_dolares,precio_soles,link,stock
https://www.sercoplus.com/20694-home_default/mouse-logitech-m190-wireless-full-size-c.jpg,MOUSE LOGITECH M190 WIRELESS FULL SIZE CHARCOAL,12.0,46.56,https://www.sercoplus.com/mouse-inalambrico/11622-mouse-logitech-m190-wireless-full-size-c.html,17
https://www.sercoplus.com/20698-home_default/mouse-logitech-m190-wireless-full-size-r.jpg,MOUSE LOGITECH M190 WIRELESS FULL SIZE RED,12.0,46.56,https://www.sercoplus.com/mouse-inalambrico/11623-mouse-logitech-m190-wireless-full-size-r.html,20
https://www.sercoplus.com/27583-home_default/pad-mouse-razer-sphex-v3-small-hard-blac.jpg,PAD MOUSE RAZER SPHEX V3 SMALL HARD BLACK,12.0,46.56,https://www.sercoplus.com/pad-mouse/13104-pad-mouse-razer-sphex-v3-small-hard-blac.html,3
https://www.sercoplus.com/30458-home_default/kit-teclado-y-mouse-halion-gamer-draco-h.jpg,KIT TECLADO Y MOUSE HALION GAMER DRACO HA-518C LED,12.0,46.56,https://www.sercoplus.com/kit-teclado-y-mouse-gaming/13767-kit-teclado-y-mouse-halion-gamer-draco-h.html,20
https://www.sercoplus.com/29320-home_default/kit-halion-ha-k230c-teclado-y-mouse-inal.jpg,KIT HALION HA-K210W TECLADO Y MOUSE INAL,13.5,52.38,https://www.sercoplus.com/kit-teclado-y-mouse-wireles/13527-kit-halion-ha-k230c-teclado-y-mouse-inal.html,11
https://www.sercoplus.com/20437-home_default/2445.jpg,KIT TECLADO + MOUSE LOGITECH MK120 USB,14.0,54.32,https://www.sercoplus.com/kit-teclado-y-mouse/2445-2445.html,20
https://www.sercoplus.com/17818-home_default/mouse-inalambrico-hp-x3000.jpg,MOUSE INALAMBRICO HP X3000,14.0,54.32,https://www.sercoplus.com/mouse-inalambrico/6545-mouse-inalambrico-hp-x3000.html,1
https://www.sercoplus.com/15194-home_default/genius-teclado-y-mouse-km-200-usb.jpg,KIT GENIUS TECLADO + MOUSE KM 200 USB,14.0,54.32,https://www.sercoplus.com/kit-teclado-y-mouse/10799-genius-teclado-y-mouse-km-200-usb.html,20
https://www.sercoplus.com/20634-home_default/mouse-inalambrico-logitech-m187-mini-neg.jpg,MOUSE INALAMBRICO LOGITECH M187 MINI NEGRO,14.0,54.32,https://www.sercoplus.com/mouse-inalambrico/11093-mouse-inalambrico-logitech-m187-mini-neg.html,17
https://www.sercoplus.com/20626-home_default/mouse-inalambrico-logitech-m187-mini-azu.jpg,MOUSE INALAMBRICO LOGITECH M187 MINI AZUL,14.0,54.32,https://www.sercoplus.com/mouse-inalambrico/11094-mouse-inalambrico-logitech-m187-mini-azu.html,20
https://www.sercoplus.com/20630-home_default/mouse-inalambrico-logitech-m187-mini-blu.jpg,MOUSE INALAMBRICO LOGITECH M187 MINI LIGHT BLUE,14.0,54.32,https://www.sercoplus.com/mouse-inalambrico/11200-mouse-inalambrico-logitech-m187-mini-blu.html,20
https://www.sercoplus.com/20638-home_default/mouse-inalambrico-logitech-m187-mini-pin.jpg,MOUSE INALAMBRICO LOGITECH M187 MINI PINK,14.0,54.32,https://www.sercoplus.com/mouse-inalambrico/11201-mouse-inalambrico-logitech-m187-mini-pin.html,8
https://www.sercoplus.com/23103-home_default/mouse-inalambrico-logitech-m187-mini-cor.jpg,MOUSE INALAMBRICO LOGITECH M187 MINI CORAL,14.0,54.32,https://www.sercoplus.com/mouse-inalambrico/12216-mouse-inalambrico-logitech-m187-mini-cor.html,4
https://www.sercoplus.com/23991-home_default/pad-mouse-logitech-g240-cloth-medium-bla.jpg,PAD MOUSE LOGITECH G240 CLOTH MEDIUM BLACK,14.0,54.32,https://www.sercoplus.com/pad-mouse/12412-pad-mouse-logitech-g240-cloth-medium-bla.html,5
https://www.sercoplus.com/29434-home_default/pad-mouse-logitech-anti-salpicadura-lav.jpg,"PAD MOUSE LOGITECH ANTI SALPICADURA, LAVANDA",14.4,55.87,https://www.sercoplus.com/pad-mouse/13570-pad-mouse-logitech-anti-salpicadura-lav.html,3
https://www.sercoplus.com/25589-home_default/kit-teclado-y-mouse-gamer-halion-stuka-h.jpg,KIT TECLADO Y MOUSE GAMER HALION STUKA HA-855C,14.4,55.87,https://www.sercoplus.com/kit-teclado-y-mouse-gaming/12735-kit-teclado-y-mouse-gamer-halion-stuka-h.html,1
https://www.sercoplus.com/29440-home_default/pad-mouse-logitech-anti-salpicaduras-ro.jpg,"PAD MOUSE LOGITECH ANTI SALPICADURAS, ROSE",14.9,57.81,https://www.sercoplus.com/pad-mouse/13572-pad-mouse-logitech-anti-salpicaduras-ro.html,1
https://www.sercoplus.com/15070-home_default/kit-teclado-mouse-gamer-halion-kraken.jpg,KIT TECLADO + MOUSE GAMER HALION KRAKEN,15.0,58.2,https://www.sercoplus.com/kit-teclado-y-mouse-gaming/8220-kit-teclado-mouse-gamer-halion-kraken.html,20
https://www.sercoplus.com/17666-home_default/kit-teclado-y-mouse-gamer-halion-ha-515c.jpg,KIT TECLADO Y MOUSE GAMER HALION HA-515C ODIN 3 COLORES,15.2,58.98,https://www.sercoplus.com/kit-teclado-y-mouse-gaming/11427-kit-teclado-y-mouse-gamer-halion-ha-515c.html,10
https://www.sercoplus.com/30207-home_default/combo-gamer-3-en-1-custer-ha-407c-halion.jpg,"COMBO GAMER 3 EN 1 CUSTER HA-407C HALION, LED",16.0,62.08,https://www.sercoplus.com/kit-teclado-mouse-y-parlante/13713-combo-gamer-3-en-1-custer-ha-407c-halion.html,9
https://www.sercoplus.com/20280-home_default/kit-antryx-teclado-y-mouse-inalambrico-d.jpg,KIT ANTRYX TECLADO Y MOUSE INALAMBRICO DS-WS960,16.0,62.08,https://www.sercoplus.com/kit-teclado-y-mouse/11883-kit-antryx-teclado-y-mouse-inalambrico-d.html,10
https://www.sercoplus.com/16807-home_default/pad-mouse-gaming-antryx-accura-33-rgb.jpg,PAD MOUSE GAMING ANTRYX ACCURA 33 RGB,16.0,62.08,https://www.sercoplus.com/pad-mouse/11286-pad-mouse-gaming-antryx-accura-33-rgb.html,8
https://www.sercoplus.com/20709-home_default/mouse-logitech-m280-wireless-gray.jpg,MOUSE LOGITECH M280 WIRELESS GRAY,16.0,62.08,https://www.sercoplus.com/mouse-inalambrico/10923-mouse-logitech-m280-wireless-gray.html,1
https://www.sercoplus.com/20703-home_default/mouse-logitech-m280-wireless-blue.jpg,MOUSE LOGITECH M280 WIRELESS BLUE,16.0,62.08,https://www.sercoplus.com/mouse-inalambrico/10922-mouse-logitech-m280-wireless-blue.html,19
https://www.sercoplus.com/15273-home_default/mouse-microsoft-souris-bluetooth-2-4-ghz.jpg,MOUSE MICROSOFT SOURIS BLUETOOTH 2.4 Ghz,16.0,62.08,https://www.sercoplus.com/mouse-bluetooth/10815-mouse-microsoft-souris-bluetooth-2-4-ghz.html,18
https://www.sercoplus.com/15269-home_default/mouse-microsoft-souris-bluetooth-2-4-ghz.jpg,MOUSE MICROSOFT SOURIS BLUETOOTH 2.4 Ghz,16.0,62.08,https://www.sercoplus.com/mouse-bluetooth/10814-mouse-microsoft-souris-bluetooth-2-4-ghz.html,20
https://www.sercoplus.com/15265-home_default/mouse-microsoft-souris-bluetooth-2-4-ghz.jpg,MOUSE MICROSOFT SOURIS BLUETOOTH 2.4 Ghz,16.0,62.08,https://www.sercoplus.com/mouse-bluetooth/10813-mouse-microsoft-souris-bluetooth-2-4-ghz.html,20
https://www.sercoplus.com/15260-home_default/mouse-microsoft-souris-bluetooth-2-4-ghz.jpg,MOUSE MICROSOFT SOURIS BLUETOOTH 2.4 Ghz,16.0,62.08,https://www.sercoplus.com/mouse-bluetooth/10812-mouse-microsoft-souris-bluetooth-2-4-ghz.html,16
https://www.sercoplus.com/15342-home_default/mouse-logitech-m280-wireless-black-910-004284.jpg,MOUSE LOGITECH M280 WIRELESS BLACK,16.0,62.08,https://www.sercoplus.com/mouse-inalambrico/10921-mouse-logitech-m280-wireless-black-910-004284.html,2
https://www.sercoplus.com/17944-home_default/microsoft-kb-mse-600-for-bsnss.jpg,KIT TECLADO Y MOUSE MICROSOFT WIRED 600 USB,16.2,62.86,https://www.sercoplus.com/kit-teclado-y-mouse/5742-microsoft-kb-mse-600-for-bsnss.html,20
https://www.sercoplus.com/25200-home_default/kit-teclado-y-mouse-gamer-mirage-ha-810c.jpg,KIT TECLADO Y MOUSE GAMER MIRAGE HA-810C,16.2,62.86,https://www.sercoplus.com/kit-teclado-y-mouse-gaming/8076-kit-teclado-y-mouse-gamer-mirage-ha-810c.html,20
https://www.sercoplus.com/25204-home_default/kit-teclado-y-mouse-halion-gamer-tornado.jpg,KIT TECLADO Y MOUSE HALION GAMER TORNADO HA-818C RGB,16.3,63.24,https://www.sercoplus.com/kit-teclado-y-mouse-gaming/10057-kit-teclado-y-mouse-halion-gamer-tornado.html,20
https://www.sercoplus.com/32118-home_default/mouse-pad-gaming-corsair-mm250-champion.jpg,MOUSE PAD GAMING CORSAIR MM250 CHAMPION XL,16.4,63.63,https://www.sercoplus.com/pad-mouse/15076-mouse-pad-gaming-corsair-mm250-champion.html,9
https://www.sercoplus.com/20782-home_default/teclado-inalambrico-logitech-k230.jpg,TECLADO INALAMBRICO LOGITECH K230.,16.5,64.02,https://www.sercoplus.com/kit-teclado-y-mouse-wireles/11092-teclado-inalambrico-logitech-k230.html,8
https://www.sercoplus.com/20754-home_default/pad-mouse-logitech-g440-hard-medium.jpg,PAD MOUSE LOGITECH G440 HARD MEDIUM BLACK,18.0,69.84,https://www.sercoplus.com/pad-mouse/10563-pad-mouse-logitech-g440-hard-medium.html,6
https://www.sercoplus.com/20735-home_default/mouse-logitech-pebble-m350-silent-inalam.jpg,MOUSE LOGITECH PEBBLE M350 SILENT INALAMBRICO ROSA,18.6,72.17,https://www.sercoplus.com/mouse-inalambrico/11341-mouse-logitech-pebble-m350-silent-inalam.html,4
https://www.sercoplus.com/20739-home_default/mouse-logitech-pebble-m350-silent-wirele.jpg,MOUSE LOGITECH PEBBLE M350 SILENT WIRELELESS WHITE,18.6,72.17,https://www.sercoplus.com/mouse-inalambrico/11342-mouse-logitech-pebble-m350-silent-wirele.html,4
https://www.sercoplus.com/32123-home_default/mouse-pad-gaming-corsair-mm350-series-c.jpg,MOUSE PAD GAMING CORSAIR MM350 CHAMPION XL,18.8,72.94,https://www.sercoplus.com/pad-mouse/11602-mouse-pad-gaming-corsair-mm350-series-c.html,9
https://www.sercoplus.com/13051-home_default/combo-gamer-halion-4-en-1-hunter-ha-403c.jpg,COMBO GAMER HALION 4 EN 1 HUNTER HA-403C,18.9,73.33,https://www.sercoplus.com/kit-teclado-mouse-y-parlante/10214-combo-gamer-halion-4-en-1-hunter-ha-403c.html,20
https://www.sercoplus.com/30498-home_default/mouse-gaming-antryx-chrome-storm-havok-x.jpg,MOUSE GAMING ANTRYX CHROME STORM HAVOK X RGB,19.0,73.72,https://www.sercoplus.com/mouse-gaming/13772-mouse-gaming-antryx-chrome-storm-havok-x.html,2
https://www.sercoplus.com/20441-home_default/kb-ms-log-wireless-m.jpg,KIT TECLADO Y MOUSE LOGITECH INALAMBRICO MK220,19.2,74.5,https://www.sercoplus.com/kit-teclado-y-mouse-wireles/2402-kb-ms-log-wireless-m.html,9
https://www.sercoplus.com/22102-home_default/combo-gamer-halion-4-en-1-arrow-ha-405c.jpg,COMBO GAMER HALION 4 EN 1 ARROW HA-405C,19.6,76.05,https://www.sercoplus.com/kit-teclado-mouse-y-parlante/12111-combo-gamer-halion-4-en-1-arrow-ha-405c.html,9
https://www.sercoplus.com/28458-home_default/mouse-inalambrico-logitech-m317c-pow-yel.jpg,MOUSE INALAMBRICO LOGITECH M317C POW YELLOW/BLACK,20.0,77.6,https://www.sercoplus.com/mouse-inalambrico/13320-mouse-inalambrico-logitech-m317c-pow-yel.html,8
https://www.sercoplus.com/26816-home_default/mouse-inalambrico-logitech-m317c-golden.jpg,MOUSE INALAMBRICO LOGITECH M317C GOLDEN GARDEN BLACK,20.0,77.6,https://www.sercoplus.com/mouse-inalambrico/12945-mouse-inalambrico-logitech-m317c-golden.html,3
https://www.sercoplus.com/26812-home_default/mouse-inalambrico-logitech-m317c-forest.jpg,MOUSE INALAMBRICO LOGITECH M317C FOREST FLORAL BLACK,20.0,77.6,https://www.sercoplus.com/mouse-inalambrico/12944-mouse-inalambrico-logitech-m317c-forest.html,2
https://www.sercoplus.com/24211-home_default/mouse-gaming-antryx-chrome-storm-askalon.jpg,MOUSE GAMING ANTRYX CHROME STORM ASKALON RGB,20.0,77.6,https://www.sercoplus.com/mouse-gaming/12459-mouse-gaming-antryx-chrome-storm-askalon.html,20
https://www.sercoplus.com/20719-home_default/mouse-logitech-m317-wireless-black.jpg,MOUSE LOGITECH M317 WIRELESS BLACK,20.0,77.6,https://www.sercoplus.com/mouse-inalambrico/11624-mouse-logitech-m317-wireless-black.html,20
https://www.sercoplus.com/26808-home_default/mouse-inalambrico-logitech-m317c-chirpy.jpg,MOUSE INALAMBRICO LOGITECH M317C CHIRPY BIRD PINK,20.0,77.6,https://www.sercoplus.com/mouse-inalambrico/12943-mouse-inalambrico-logitech-m317c-chirpy.html,6
https://www.sercoplus.com/22963-home_default/combo-thermaltake-mouse-pad-mouse-usb.jpg,COMBO THERMALTAKE MOUSE PAD + MOUSE USB,21.1,81.87,https://www.sercoplus.com/mouse-gaming/8605-combo-thermaltake-mouse-pad-mouse-usb.html,5
https://www.sercoplus.com/24219-home_default/mouse-gaming-antryx-chrome-storm-kurtana.jpg,MOUSE GAMING ANTRYX CHROME STORM KURTANA RGB,22.0,85.36,https://www.sercoplus.com/mouse-gaming/12460-mouse-gaming-antryx-chrome-storm-kurtana.html,1
https://www.sercoplus.com/20508-home_default/mouse-gamer-logitech-g300s-rgb.jpg,MOUSE GAMER LOGITECH G300S RGB,22.0,85.36,https://www.sercoplus.com/mouse-gaming/10511-mouse-gamer-logitech-g300s-rgb.html,20
https://www.sercoplus.com/23089-home_default/mouse-pad-gaming-logitech-g640-cloth-lar.jpg,MOUSE PAD GAMING LOGITECH G640 CLOTH LARGE BLACK,22.9,88.85,https://www.sercoplus.com/pad-mouse/12213-mouse-pad-gaming-logitech-g640-cloth-lar.html,6
https://www.sercoplus.com/28176-home_default/mouse-gaming-antryx-chrome-storm-kurtana.jpg,MOUSE GAMING ANTRYX CHROME STORM KURTANA WHITE RGB,24.0,93.12,https://www.sercoplus.com/mouse-gaming/13212-mouse-gaming-antryx-chrome-storm-kurtana.html,9
https://www.sercoplus.com/16451-home_default/mouse-gaming-primus-gladius-4000p-rgb.jpg,MOUSE GAMING PRIMUS GLADIUS 4000T RGB,24.0,93.12,https://www.sercoplus.com/mouse-gaming/11221-mouse-gaming-primus-gladius-4000p-rgb.html,14
https://www.sercoplus.com/20377-home_default/teclado-intel.jpg,KIT TECLADO Y MOUSE INALAMBRICO MICROSOFT 850,25.8,100.1,https://www.sercoplus.com/teclados-usb/11329-teclado-intel.html,20
https://www.sercoplus.com/16818-home_default/pad-mouse-gaming-antryx-accura-80-rgb.jpg,PAD MOUSE GAMING ANTRYX ACCURA 80 RGB,26.0,100.88,https://www.sercoplus.com/pad-mouse/11287-pad-mouse-gaming-antryx-accura-80-rgb.html,7
https://www.sercoplus.com/20052-home_default/teclado-logitech-k400-plus-wireless-touch-black-920-007123.jpg,TECLADO LOGITECH K400 PLUS WIRELESS TOUCH BLACK,26.0,100.88,https://www.sercoplus.com/kit-teclado-y-mouse-wireles/8348-teclado-logitech-k400-plus-wireless-touch-black-920-007123.html,4
https://www.sercoplus.com/20457-home_default/kit-teclado-y-mouse-logitech-wireless-mk.jpg,KIT TECLADO Y MOUSE LOGITECH WIRELESS MK270,26.4,102.43,https://www.sercoplus.com/kit-teclado-y-mouse-wireles/10926-kit-teclado-y-mouse-logitech-wireless-mk.html,10
https://www.sercoplus.com/15772-home_default/mouse-gaming-wireless-antryx-chrome-stor.jpg,"MOUSE GAMING WIRELESS ANTRYX CHROME STORM SCORPIO II, RGB",27.1,105.15,https://www.sercoplus.com/teclados-y-mouse/11053-mouse-gaming-wireless-antryx-chrome-stor.html,7
https://www.sercoplus.com/20588-home_default/mouse-gaming-logitech-g203-ligtsync.jpg,MOUSE GAMING LOGITECH G203 LIGTSYNC RGB BLACK,27.8,107.86,https://www.sercoplus.com/mouse-gaming/11176-mouse-gaming-logitech-g203-ligtsync.html,20
https://www.sercoplus.com/29973-home_default/mouse-logitech-pop-bluerooth-yellow.jpg,MOUSE LOGITECH POP BLUETOOTH BLACK/YELLOW,28.0,108.64,https://www.sercoplus.com/mouse-bluetooth/13673-mouse-logitech-pop-bluerooth-yellow.html,3
https://www.sercoplus.com/29979-home_default/mouse-logitech-pop-bluetooth-coral-rose.jpg,MOUSE LOGITECH POP BLUETOOTH CORAL/ROSE,28.0,108.64,https://www.sercoplus.com/mouse-bluetooth/13674-mouse-logitech-pop-bluetooth-coral-rose.html,6
https://www.sercoplus.com/29985-home_default/mouse-logitech-pop-bluetooth-fresh-vibes.jpg,MOUSE LOGITECH POP BLUETOOTH FRESH VIBES LILA/GREEN,28.0,108.64,https://www.sercoplus.com/mouse-bluetooth/13675-mouse-logitech-pop-bluetooth-fresh-vibes.html,3
https://www.sercoplus.com/15016-home_default/combo-gamer-4-en-1-akula-ha-870c-halion.jpg,COMBO GAMER HALION 4 EN 1 AKULA HA-870C,28.8,111.74,https://www.sercoplus.com/kit-teclado-mouse-y-parlante/10667-combo-gamer-4-en-1-akula-ha-870c-halion.html,20
https://www.sercoplus.com/25340-home_default/mouse-gaming-corsair-harpoon-pro-rgb.jpg,MOUSE GAMING CORSAIR HARPOON PRO RGB,29.1,112.91,https://www.sercoplus.com/mouse-gaming/11388-mouse-gaming-corsair-harpoon-pro-rgb.html,15
https://www.sercoplus.com/20553-home_default/mouse-gaming-logitech-g203-lightsync-rgb.jpg,MOUSE GAMING LOGITECH G203 LIGHTSYNC RGB WHITE,29.9,116.01,https://www.sercoplus.com/mouse-gaming/11345-mouse-gaming-logitech-g203-lightsync-rgb.html,4
https://www.sercoplus.com/20955-home_default/mouse-gaming-logitech-g203-lightsync-rgb.jpg,MOUSE GAMING LOGITECH G203 LIGHTSYNC RGB BLUE,29.9,116.01,https://www.sercoplus.com/mouse-gaming/11964-mouse-gaming-logitech-g203-lightsync-rgb.html,14
https://www.sercoplus.com/24863-home_default/mouse-gaming-logitech-g203-lightsync-rgb.jpg,MOUSE GAMING LOGITECH G203 LIGHTSYNC RGB,29.9,116.01,https://www.sercoplus.com/mouse-gaming/12589-mouse-gaming-logitech-g203-lightsync-rgb.html,5
https://www.sercoplus.com/29661-home_default/mouse-inalambrico-bluetooth-logitech-sig.jpg,MOUSE INALAMBRICO/BT LOGITECH SIGNATURE M650 L LEFT BLACK,30.0,116.4,https://www.sercoplus.com/mouse-inalambrico/13628-mouse-inalambrico-bluetooth-logitech-sig.html,3
https://www.sercoplus.com/29672-home_default/mouse-inalambrico-bt-logitech-signature.jpg,MOUSE INALAMBRICO/BT LOGITECH SIGNATURE M650 L WHITE,30.0,116.4,https://www.sercoplus.com/mouse-inalambrico/13630-mouse-inalambrico-bt-logitech-signature.html,4
https://www.sercoplus.com/29677-home_default/mouse-inalambrico-bt-logitech-signature.jpg,MOUSE INALAMBRICO/BT LOGITECH SIGNATURE M650 BLACK,30.0,116.4,https://www.sercoplus.com/mouse-inalambrico/13631-mouse-inalambrico-bt-logitech-signature.html,8
https://www.sercoplus.com/29682-home_default/mouse-inalambrico-bt-logitech-signature.jpg,MOUSE INALAMBRICO/BT LOGITECH SIGNATURE M650 ROSE,30.0,116.4,https://www.sercoplus.com/mouse-inalambrico/13632-mouse-inalambrico-bt-logitech-signature.html,8
https://www.sercoplus.com/29687-home_default/mouse-inalambrico-bt-logitecg-signature.jpg,MOUSE INALAMBRICO/BT LOGITECG SIGNATURE,30.0,116.4,https://www.sercoplus.com/mouse-inalambrico/13633-mouse-inalambrico-bt-logitecg-signature.html,10
https://www.sercoplus.com/32934-home_default/pad-mouse-cooler-master-mp511-xl.jpg,PAD MOUSE COOLER MASTER MP511 XL,30.0,116.4,https://www.sercoplus.com/pad-mouse/15277-pad-mouse-cooler-master-mp511-xl.html,5
https://www.sercoplus.com/20805-home_default/teclado-logitech-k380-multi-device-bluet.jpg,TECLADO LOGITECH K380 MULTI DEVICE BLUETOOTH WHITE,31.0,120.28,https://www.sercoplus.com/kit-teclado-y-mouse-wireles/11626-teclado-logitech-k380-multi-device-bluet.html,5
